"country","indicator","affected-product","type","Unit","Date","Value"
"Iran","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","31"
"Iran","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","49"
"Iraq","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","35"
"Iraq","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","50"
"Iraq","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","9"
"Iraq","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","19"
"Ireland","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","8"
"Ireland","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","8"
"Ireland","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","6"
"Ireland","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","7"
"Ireland","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","101"
"Ireland","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","143"
"Ireland","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","79"
"Ireland","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","101"
"Israel","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","100"
"Israel","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","135"
"Israel","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","61"
"Israel","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","89"
"Italy","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","9"
"Italy","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","9"
"Italy","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","6"
"Italy","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","7"
"Italy","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","125"
"Italy","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","168"
"Italy","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","97"
"Italy","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","120"
"Ivory Coast","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","51"
"Ivory Coast","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","75"
"Ivory Coast","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","26"
"Ivory Coast","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","36"
"Jamaica","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","1"
"Jamaica","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","1"
"Jamaica","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","35"
"Jamaica","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","48"
"Jamaica","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","12"
"Jamaica","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","22"
"Japan","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","2"
"Japan","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","7"
"Japan","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","1"
"Japan","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","121"
"Japan","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","161"
"Japan","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","75"
"Japan","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","107"
"Jordan","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","52"
"Jordan","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","79"
"Jordan","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","24"
"Jordan","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","40"
"Kazakhstan","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","1"
"Kazakhstan","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","1"
"Kazakhstan","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","5"
"Kazakhstan","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","6"
"Kazakhstan","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","71"
"Kazakhstan","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","103"
"Kazakhstan","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","28"
"Kazakhstan","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","48"
"Kenya","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","2"
"Kenya","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","2"
"Kenya","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","55"
"Kenya","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","83"
"Kenya","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","21"
"Kenya","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","36"
"Kiribati","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","6"
"Kiribati","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","13"
"Kiribati","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","3"
"Kiribati","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","5"
"Kuwait","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","59"
"Kuwait","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","88"
"Kuwait","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","31"
"Kuwait","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","48"
"Kyrgyzstan","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","1"
"Kyrgyzstan","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","35"
"Kyrgyzstan","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","49"
"Kyrgyzstan","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","14"
"Kyrgyzstan","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","20"
"Lao","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","50"
"Lao","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","72"
"Lao","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","14"
"Lao","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","25"
"Latvia","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","9"
"Latvia","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","9"
"Latvia","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","6"
"Latvia","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","7"
"Latvia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","66"
"Latvia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","107"
"Latvia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","31"
"Latvia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","50"
"Lebanon","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","47"
"Lebanon","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","69"
"Lebanon","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","18"
"Lebanon","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","35"
"Lesotho","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","31"
"Lesotho","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","41"
"Lesotho","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","7"
"Lesotho","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","16"
"Liberia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","28"
"Liberia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","42"
"Liberia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","10"
"Liberia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","16"
"Libya","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","44"
"Libya","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","64"
"Libya","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","15"
"Libya","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","24"
"Lithuania","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","8"
"Lithuania","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","8"
"Lithuania","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","6"
"Lithuania","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","7"
"Lithuania","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","63"
"Lithuania","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","93"
"Lithuania","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","31"
"Lithuania","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","48"
"Luxembourg","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","8"
"Luxembourg","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","8"
"Luxembourg","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","6"
"Luxembourg","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","7"
"Luxembourg","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","70"
"Luxembourg","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","104"
"Luxembourg","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","56"
"Luxembourg","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","74"
"Macao","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","9"
"Macao","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","15"
"Macao","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","1"
"Macao","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","2"
"Macedonia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","58"
"Macedonia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","80"
"Macedonia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","18"
"Macedonia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","31"
"Madagascar","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","1"
"Madagascar","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","1"
"Madagascar","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","38"
"Madagascar","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","60"
"Madagascar","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","11"
"Madagascar","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","23"
"Malawi","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","37"
"Malawi","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","62"
"Malawi","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","13"
"Malawi","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","22"
"Malaysia","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","1"
"Malaysia","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","1"
"Malaysia","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","2"
"Malaysia","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","2"
"Malaysia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","123"
"Malaysia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","165"
"Malaysia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","75"
"Malaysia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","106"
"Maldives","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","21"
"Maldives","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","36"
"Maldives","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","7"
"Maldives","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","12"
"Mali","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","36"
"Mali","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","45"
"Mali","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","8"
"Mali","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","14"
"Malta","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","8"
"Malta","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","8"
"Malta","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","6"
"Malta","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","7"
"Malta","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","50"
"Malta","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","76"
"Malta","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","27"
"Malta","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","41"
"Marshall Islands","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","7"
"Marshall Islands","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","10"
"Marshall Islands","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","1"
"Marshall Islands","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","3"
"Mauritania","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","1"
"Mauritania","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","1"
"Mauritania","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","28"
"Mauritania","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","44"
"Mauritania","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","13"
"Mauritania","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","18"
"Mauritius","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","47"
"Mauritius","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","71"
"Mauritius","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","14"
"Mauritius","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","31"
"Mayotte","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","2"
"Mayotte","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","3"
"Mayotte","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","1"
"Mayotte","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","1"
"Mexico","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","4"
"Mexico","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","5"
"Mexico","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","107"
"Mexico","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","150"
"Mexico","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","64"
"Mexico","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","96"
"Micronesia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","4"
"Micronesia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","9"
"Micronesia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","2"
"Micronesia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","5"
"Mongolia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","31"
"Mongolia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","53"
"Mongolia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","14"
"Mongolia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","28"
"Montenegro","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","34"
"Montenegro","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","40"
"Montenegro","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","9"
"Montenegro","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","11"
"Montserrat","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","2"
"Montserrat","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","3"
"Morocco","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","3"
"Morocco","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","3"
"Morocco","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","68"
"Morocco","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","97"
"Morocco","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","39"
"Morocco","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","61"
"Mozambique","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","46"
"Mozambique","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","71"
"Mozambique","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","11"
"Mozambique","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","23"
"Myanmar","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","50"
"Myanmar","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","76"
"Myanmar","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","21"
"Myanmar","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","38"
"Namibia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","40"
"Namibia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","58"
"Namibia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","15"
"Namibia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","24"
"Nauru","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","5"
"Nauru","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","1"
"Nauru","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","2"
"Nepal","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","38"
"Nepal","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","59"
"Nepal","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","12"
"Nepal","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","26"
"Netherlands","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","8"
"Netherlands","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","8"
"Netherlands","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","6"
"Netherlands","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","7"
"Netherlands","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","119"
"Netherlands","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","163"
"Netherlands","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","92"
"Netherlands","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","115"
"Netherlands Antilles","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","10"
"Netherlands Antilles","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","12"
"Netherlands Antilles","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","8"
"Netherlands Antilles","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","8"
"New Caledonia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","41"
"New Caledonia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","53"
"New Caledonia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","5"
"New Caledonia","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","9"
"New Zealand","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","94"
"New Zealand","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","129"
"New Zealand","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","47"
"New Zealand","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","72"
"Nicaragua","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","1"
"Nicaragua","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","1"
"Nicaragua","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","37"
"Nicaragua","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","56"
"Nicaragua","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","15"
"Nicaragua","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","27"
"Niger","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","33"
"Niger","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","42"
"Niger","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","7"
"Niger","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","13"
"Nigeria","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","3"
"Nigeria","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","3"
"Nigeria","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","2"
"Nigeria","Implementing countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","2"
"Nigeria","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","64"
"Nigeria","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2020","84"
"Nigeria","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2019","22"
"Nigeria","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Liberalising","Number","2020","34"
"Niue","Affected Countries","Tanks, reservoirs & containers of iron, steel or aluminium","Harmful","Number","2019","4"
